account_number,name,item_code,category,quantity,unit price,net_price,date
304860,Huel-Haag,QN-82852,Belt,7,38.58,270.06,29-08-2014 23:41
676847,Hamill-Hackett,FK-71853,Shirt,1,99.97,99.97,10-05-2014 12:10
711951,Kilback-Gerlach,GS-86623,Shoes,11,96.66,1063.26,13-02-2014 11:43
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,17,75.69,1286.73,25-11-2013 02:35
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,18,42.02,756.36,19-03-2014 23:24
115138,Gorczany-Hahn,WJ-02096,Belt,12,80.25,963,06-11-2013 05:25
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,4,70.28,281.12,25-01-2014 23:43
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,5,49.68,248.4,20-09-2014 17:40
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,14,73.92,1034.88,23-11-2013 17:48
296809,Carroll PLC,WJ-02096,Belt,17,69.41,1179.97,11-09-2014 02:20
850140,Kunze Inc,AS-93055,Shirt,18,87.42,1573.56,31-05-2014 04:28
850140,Kunze Inc,KV-99194,Shirt,20,74.34,1486.8,27-01-2014 19:42
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,17,59.12,1005.04,11-05-2014 06:38
850140,Kunze Inc,AS-93055,Shirt,14,77.4,1083.6,16-08-2014 21:03
734922,Berge LLC,LL-46261,Shoes,15,58.85,882.75,22-08-2014 04:35
305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,1,44.77,44.77,25-02-2014 11:20
201259,Koelpin PLC,VG-32047,Shirt,15,26.93,403.95,24-01-2014 10:23
93356,Waters-Walker,MJ-21460,Shoes,12,95.96,1151.52,12-06-2014 00:58
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,8,31.12,248.96,03-12-2013 14:12
563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,7,83.84,586.88,20-10-2014 05:47
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,19.86,79.44,30-11-2013 16:47
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,3,77.07,231.21,14-06-2014 17:54
734922,Berge LLC,LW-86841,Shoes,15,46.94,704.1,23-05-2014 13:09
711951,Kilback-Gerlach,FK-71853,Shirt,11,39.02,429.22,08-12-2013 14:04
734922,Berge LLC,VG-32047,Shirt,2,33.92,67.84,27-06-2014 15:53
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,11,81.22,893.42,01-12-2013 05:10
201259,Koelpin PLC,QN-82852,Belt,2,25.42,50.84,21-03-2014 17:57
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,59.07,236.28,07-04-2014 08:54
304860,Huel-Haag,KV-99194,Shirt,15,50.2,753,29-12-2013 14:24
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,3,24.83,74.49,20-05-2014 15:22
201259,Koelpin PLC,MJ-21460,Shoes,12,89.95,1079.4,28-12-2013 16:19
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,4,67.14,268.56,30-01-2014 10:21
524021,Hegmann and Sons,FK-71853,Shirt,8,22.67,181.36,30-12-2013 14:16
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,6,50.19,301.14,26-04-2014 22:58
734922,Berge LLC,KV-99194,Shirt,7,46.71,326.97,15-06-2014 15:52
659366,Waelchi-Fahey,FK-71853,Shirt,17,75.46,1282.82,17-11-2013 15:36
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,13,23.73,308.49,11-01-2014 12:21
711951,Kilback-Gerlach,QN-82852,Belt,11,71.02,781.22,14-01-2014 18:43
734922,Berge LLC,MJ-21460,Shoes,15,77.1,1156.5,07-12-2013 11:53
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,3,39.99,119.97,13-11-2013 02:00
201259,Koelpin PLC,QN-82852,Belt,14,95.77,1340.78,04-05-2014 10:45
850140,Kunze Inc,GS-86623,Shoes,14,13.93,195.02,23-01-2014 17:49
555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,15,42.09,631.35,17-10-2014 03:56
201259,Koelpin PLC,VG-32047,Shirt,5,60.51,302.55,22-10-2014 07:16
296809,Carroll PLC,GS-86623,Shoes,5,41.58,207.9,29-03-2014 08:13
734922,Berge LLC,QN-82852,Belt,12,89.48,1073.76,23-05-2014 06:43
850140,Kunze Inc,MJ-21460,Shoes,2,18.29,36.58,16-01-2014 20:23
304860,Huel-Haag,WJ-02096,Belt,1,23.12,23.12,17-10-2014 20:09
659366,Waelchi-Fahey,MJ-21460,Shoes,14,53.6,750.4,14-09-2014 11:01
750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,16,72.41,1158.56,19-09-2014 21:41
201259,Koelpin PLC,MJ-21460,Shoes,5,33.2,166,04-09-2014 23:45
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,20,14.99,299.8,01-06-2014 20:29
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,3,45.6,136.8,21-12-2013 04:01
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,18,80.7,1452.6,09-05-2014 23:51
734922,Berge LLC,MJ-21460,Shoes,4,15.22,60.88,15-11-2013 07:17
734922,Berge LLC,LL-46261,Shoes,13,53.11,690.43,29-08-2014 16:34
115138,Gorczany-Hahn,QN-82852,Belt,1,90.21,90.21,30-01-2014 17:16
676847,Hamill-Hackett,VG-32047,Shirt,4,76.81,307.24,06-09-2014 20:28
98022,Heidenreich-Bosco,AS-93055,Shirt,17,61.31,1042.27,19-03-2014 02:46
524021,Hegmann and Sons,FK-71853,Shirt,7,33,231,04-02-2014 19:29
995267,Cole-Eichmann,QN-82852,Belt,4,36.62,146.48,11-08-2014 23:29
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,10,72.1,721,19-07-2014 16:40
524021,Hegmann and Sons,AS-93055,Shirt,18,23.74,427.32,18-06-2014 06:31
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,6,51.13,306.78,13-06-2014 21:32
93356,Waters-Walker,FK-71853,Shirt,17,58.55,995.35,04-05-2014 23:02
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,6,54.27,325.62,15-05-2014 19:28
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,13,77.78,1011.14,30-11-2013 17:23
201259,Koelpin PLC,QN-82852,Belt,8,69.58,556.64,03-04-2014 01:34
676847,Hamill-Hackett,LW-86841,Shoes,10,67.36,673.6,15-07-2014 04:34
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,15,16.55,248.25,09-01-2014 17:51
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,16,99.13,1586.08,26-09-2014 10:54
995267,Cole-Eichmann,QN-82852,Belt,17,69.11,1174.87,23-09-2014 05:58
563905,"Kerluke, Reilly and Bechtelar",AS-93055,Shirt,12,81.57,978.84,25-09-2014 14:09
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,20,62.12,1242.4,01-07-2014 22:14
734922,Berge LLC,VG-32047,Shirt,4,96.25,385,09-07-2014 19:18
98022,Heidenreich-Bosco,LL-46261,Shoes,18,71.34,1284.12,17-11-2013 00:18
711951,Kilback-Gerlach,QN-82852,Belt,19,33.1,628.9,04-03-2014 07:23
296809,Carroll PLC,WJ-02096,Belt,15,38.73,580.95,03-02-2014 03:57
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,17,43.1,732.7,19-08-2014 11:22
296809,Carroll PLC,WJ-02096,Belt,16,91.09,1457.44,18-03-2014 23:14
524021,Hegmann and Sons,LW-86841,Shoes,13,60.72,789.36,18-01-2014 22:40
201259,Koelpin PLC,QN-82852,Belt,3,64.13,192.39,07-08-2014 15:28
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,14,40.86,572.04,21-08-2014 08:07
676847,Hamill-Hackett,LW-86841,Shoes,1,73.74,73.74,04-09-2014 10:46
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,6,26.4,158.4,04-09-2014 09:18
850140,Kunze Inc,MJ-21460,Shoes,19,36.32,690.08,10-08-2014 20:15
676847,Hamill-Hackett,LL-46261,Shoes,17,10.96,186.32,19-01-2014 22:01
115138,Gorczany-Hahn,FK-71853,Shirt,17,88.39,1502.63,31-07-2014 12:28
98022,Heidenreich-Bosco,VG-32047,Shirt,20,94,1880,31-05-2014 22:53
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,34.42,137.68,10-10-2014 18:54
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,14,68.25,955.5,16-03-2014 21:35
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,5,89.36,446.8,08-06-2014 14:33
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,3,44.37,133.11,23-04-2014 12:05
850140,Kunze Inc,VG-32047,Shirt,11,69.2,761.2,14-03-2014 03:16
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,12,92.94,1115.28,10-10-2014 18:02
995267,Cole-Eichmann,VG-32047,Shirt,4,54.2,216.8,28-08-2014 06:28
676847,Hamill-Hackett,QN-82852,Belt,3,42.71,128.13,09-06-2014 12:21
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,4,81.46,325.84,25-10-2013 16:52
98022,Heidenreich-Bosco,MJ-21460,Shoes,9,22.08,198.72,21-01-2014 05:08
305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,8,98.01,784.08,11-04-2014 08:23
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,13,83.6,1086.8,19-08-2014 20:42
98022,Heidenreich-Bosco,MJ-21460,Shoes,1,82.28,82.28,05-10-2014 08:28
676847,Hamill-Hackett,AS-93055,Shirt,16,44.38,710.08,16-09-2014 05:22
93356,Waters-Walker,MJ-21460,Shoes,5,54.96,274.8,18-11-2013 19:41
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,7,97.85,684.95,02-03-2014 21:47
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,11,12.27,134.97,15-01-2014 07:26
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,8,83.88,671.04,03-07-2014 13:24
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,2,31.18,62.36,21-09-2014 03:36
524021,Hegmann and Sons,WJ-02096,Belt,13,15.28,198.64,26-07-2014 14:07
711951,Kilback-Gerlach,QN-82852,Belt,14,40.48,566.72,10-07-2014 06:12
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,5,38.73,193.65,26-04-2014 11:51
201259,Koelpin PLC,GS-86623,Shoes,5,23.38,116.9,26-07-2014 09:33
711951,Kilback-Gerlach,LL-46261,Shoes,1,54.04,54.04,09-06-2014 20:05
734922,Berge LLC,WJ-02096,Belt,17,25.26,429.42,16-06-2014 10:03
850140,Kunze Inc,GS-86623,Shoes,3,46,138,25-10-2013 11:42
676847,Hamill-Hackett,GS-86623,Shoes,8,34.76,278.08,19-11-2013 02:20
734922,Berge LLC,VG-32047,Shirt,1,93.1,93.1,25-12-2013 10:00
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,10,23.43,234.3,20-08-2014 16:25
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,7,41.77,292.39,21-10-2014 05:51
676847,Hamill-Hackett,QN-82852,Belt,11,53.13,584.43,24-09-2014 02:05
711951,Kilback-Gerlach,LW-86841,Shoes,9,90.02,810.18,22-08-2014 13:18
676847,Hamill-Hackett,KV-99194,Shirt,14,37.64,526.96,15-02-2014 06:51
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,18,50.99,917.82,20-02-2014 05:55
296809,Carroll PLC,VG-32047,Shirt,9,67.68,609.12,22-05-2014 05:51
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,18,19.01,342.18,14-11-2013 11:33
659366,Waelchi-Fahey,MJ-21460,Shoes,15,19.62,294.3,24-11-2013 23:33
659366,Waelchi-Fahey,WJ-02096,Belt,14,75.49,1056.86,18-02-2014 02:07
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,1,69.57,69.57,21-12-2013 16:04
115138,Gorczany-Hahn,WJ-02096,Belt,6,95.08,570.48,01-02-2014 01:28
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,17,20.45,347.65,30-08-2014 03:56
305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,4,85.3,341.2,17-10-2014 13:18
304860,Huel-Haag,VG-32047,Shirt,16,63.97,1023.52,06-02-2014 19:14
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,1,93.72,93.72,30-09-2014 09:16
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,12,64.09,769.08,22-04-2014 14:36
93356,Waters-Walker,LW-86841,Shoes,16,16.59,265.44,07-09-2014 02:26
115138,Gorczany-Hahn,WJ-02096,Belt,3,52.57,157.71,15-08-2014 13:23
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,1,34.4,34.4,19-05-2014 20:50
93356,Waters-Walker,VG-32047,Shirt,13,45.97,597.61,05-07-2014 08:56
296809,Carroll PLC,LL-46261,Shoes,10,37.4,374,05-05-2014 05:17
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,14,15.58,218.12,23-12-2013 21:32
995267,Cole-Eichmann,AS-93055,Shirt,11,45.24,497.64,06-08-2014 01:25
734922,Berge LLC,GS-86623,Shoes,9,30.49,274.41,02-03-2014 13:04
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,18,90.84,1635.12,01-02-2014 21:38
659366,Waelchi-Fahey,GS-86623,Shoes,1,38.2,38.2,23-11-2013 15:45
850140,Kunze Inc,QN-82852,Belt,8,72.29,578.32,15-02-2014 21:05
850140,Kunze Inc,MJ-21460,Shoes,20,61.03,1220.6,23-12-2013 23:07
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,18,77.66,1397.88,18-10-2014 18:07
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,10,16.01,160.1,07-05-2014 20:02
676847,Hamill-Hackett,LW-86841,Shoes,9,61.42,552.78,16-10-2014 12:50
304860,Huel-Haag,VG-32047,Shirt,17,64.75,1100.75,13-09-2014 02:51
296809,Carroll PLC,KV-99194,Shirt,16,50.36,805.76,03-01-2014 07:56
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,4,64.91,259.64,20-02-2014 20:48
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,16,65,1040,14-05-2014 17:57
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,6,57.28,343.68,09-04-2014 15:32
676847,Hamill-Hackett,VG-32047,Shirt,3,71.55,214.65,16-02-2014 04:42
995267,Cole-Eichmann,VG-32047,Shirt,4,37.74,150.96,21-03-2014 08:21
201259,Koelpin PLC,QN-82852,Belt,12,41.57,498.84,22-05-2014 08:56
659366,Waelchi-Fahey,QN-82852,Belt,13,59.59,774.67,04-12-2013 04:11
524021,Hegmann and Sons,FK-71853,Shirt,20,62.71,1254.2,06-03-2014 22:55
115138,Gorczany-Hahn,GS-86623,Shoes,16,37.88,606.08,05-12-2013 07:33
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,20,83.1,1662,14-09-2014 18:26
555594,"Ernser, Cruickshank and Lind",WJ-02096,Belt,10,11.81,118.1,13-03-2014 00:31
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,20,59.1,1182,02-10-2014 05:30
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,8,60.7,485.6,01-04-2014 13:03
659366,Waelchi-Fahey,WJ-02096,Belt,1,42.83,42.83,05-11-2013 05:06
734922,Berge LLC,QN-82852,Belt,17,76.13,1294.21,25-11-2013 14:33
201259,Koelpin PLC,FK-71853,Shirt,4,41.09,164.36,24-08-2014 20:22
659366,Waelchi-Fahey,GS-86623,Shoes,12,32.84,394.08,13-09-2014 15:23
296809,Carroll PLC,VG-32047,Shirt,5,10.81,54.05,28-08-2014 00:56
115138,Gorczany-Hahn,LL-46261,Shoes,1,26.19,26.19,10-01-2014 05:09
115138,Gorczany-Hahn,LL-46261,Shoes,12,48.63,583.56,17-09-2014 06:25
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,5,51.82,259.1,08-01-2014 02:36
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,7,53.36,373.52,02-06-2014 19:58
711951,Kilback-Gerlach,KV-99194,Shirt,5,56.33,281.65,06-09-2014 01:57
304860,Huel-Haag,AS-93055,Shirt,11,79.58,875.38,21-11-2013 04:46
734922,Berge LLC,FK-71853,Shirt,7,58.95,412.65,14-03-2014 04:16
850140,Kunze Inc,MJ-21460,Shoes,9,78.44,705.96,18-12-2013 17:23
995267,Cole-Eichmann,WJ-02096,Belt,15,54.77,821.55,14-11-2013 11:15
98022,Heidenreich-Bosco,GS-86623,Shoes,15,73.45,1101.75,03-01-2014 12:09
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,14,21.01,294.14,01-01-2014 00:15
524021,Hegmann and Sons,FK-71853,Shirt,15,45.99,689.85,21-01-2014 14:40
524021,Hegmann and Sons,LW-86841,Shoes,11,89.8,987.8,14-03-2014 06:17
734922,Berge LLC,FK-71853,Shirt,4,63.74,254.96,31-08-2014 19:57
296809,Carroll PLC,KV-99194,Shirt,9,36.35,327.15,17-01-2014 22:03
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,13,55.99,727.87,27-12-2013 08:36
296809,Carroll PLC,FK-71853,Shirt,4,12.28,49.12,03-04-2014 06:43
659366,Waelchi-Fahey,WJ-02096,Belt,10,64.42,644.2,05-09-2014 03:46
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,5,29.87,149.35,02-08-2014 00:25
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,13,66.85,869.05,19-11-2013 07:26
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,5,13.07,65.35,30-08-2014 04:09
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,5,56.63,283.15,13-10-2014 02:27
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,19,89.14,1693.66,14-11-2013 18:25
524021,Hegmann and Sons,LW-86841,Shoes,5,67.31,336.55,16-12-2013 09:59
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,17,11.24,191.08,25-04-2014 15:37
524021,Hegmann and Sons,AS-93055,Shirt,10,73.82,738.2,22-10-2014 04:43
850140,Kunze Inc,QN-82852,Belt,15,11.74,176.1,09-01-2014 04:36
524021,Hegmann and Sons,LL-46261,Shoes,5,83.98,419.9,24-05-2014 20:18
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,6,63.4,380.4,09-12-2013 19:01
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,15,80.59,1208.85,05-10-2014 18:13
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,19,31.41,596.79,09-05-2014 11:00
296809,Carroll PLC,WJ-02096,Belt,9,61.39,552.51,15-07-2014 13:04
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,15,96,1440,21-10-2014 15:04
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,12,94.51,1134.12,26-07-2014 07:44
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,15,18.07,271.05,24-05-2014 05:33
659366,Waelchi-Fahey,MJ-21460,Shoes,13,74.07,962.91,13-01-2014 12:18
995267,Cole-Eichmann,FK-71853,Shirt,16,88.32,1413.12,17-06-2014 22:27
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,4,77.19,308.76,03-04-2014 19:08
98022,Heidenreich-Bosco,GS-86623,Shoes,18,58.56,1054.08,25-08-2014 17:52
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,12,81.42,977.04,09-07-2014 13:58
850140,Kunze Inc,AS-93055,Shirt,3,68.9,206.7,13-09-2014 01:40
995267,Cole-Eichmann,QN-82852,Belt,19,39.75,755.25,23-05-2014 15:58
93356,Waters-Walker,KV-99194,Shirt,11,83.22,915.42,03-01-2014 19:04
750461,"Volkman, Goyette and Lemke",QN-82852,Belt,19,17.25,327.75,08-02-2014 14:06
659366,Waelchi-Fahey,QN-82852,Belt,7,41.7,291.9,14-01-2014 22:56
524021,Hegmann and Sons,MJ-21460,Shoes,20,44.56,891.2,11-02-2014 11:05
201259,Koelpin PLC,WJ-02096,Belt,4,15.24,60.96,12-09-2014 06:29
115138,Gorczany-Hahn,KV-99194,Shirt,1,66.03,66.03,06-03-2014 19:04
995267,Cole-Eichmann,LL-46261,Shoes,8,95.99,767.92,28-02-2014 06:46
711951,Kilback-Gerlach,WJ-02096,Belt,18,18.29,329.22,28-05-2014 10:39
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,1,50.58,50.58,10-01-2014 01:35
995267,Cole-Eichmann,WJ-02096,Belt,6,47.21,283.26,27-01-2014 15:50
750461,"Volkman, Goyette and Lemke",VG-32047,Shirt,3,82.06,246.18,14-03-2014 17:54
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,18,36.32,653.76,25-03-2014 15:08
850140,Kunze Inc,QN-82852,Belt,10,45.33,453.3,23-10-2013 00:45
296809,Carroll PLC,VG-32047,Shirt,18,30.34,546.12,21-06-2014 11:50
995267,Cole-Eichmann,WJ-02096,Belt,14,23.57,329.98,11-04-2014 23:10
929400,"Senger, Upton and Breitenberg",GS-86623,Shoes,14,16.78,234.92,15-04-2014 00:55
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,4,92.05,368.2,20-11-2013 17:39
563905,"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,6,25.35,152.1,21-02-2014 00:43
850140,Kunze Inc,VG-32047,Shirt,13,28.29,367.77,14-05-2014 11:34
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,6,70.64,423.84,13-04-2014 10:46
304860,Huel-Haag,KV-99194,Shirt,7,32.91,230.37,21-03-2014 02:07
201259,Koelpin PLC,WJ-02096,Belt,10,31.82,318.2,10-05-2014 12:48
676847,Hamill-Hackett,FK-71853,Shirt,12,74.47,893.64,22-03-2014 00:45
676847,Hamill-Hackett,LW-86841,Shoes,6,72.92,437.52,30-04-2014 13:50
995267,Cole-Eichmann,AS-93055,Shirt,14,70.03,980.42,31-12-2013 09:37
93356,Waters-Walker,KV-99194,Shirt,19,47.53,903.07,10-03-2014 16:34
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,5,82.05,410.25,03-12-2013 12:28
711951,Kilback-Gerlach,LW-86841,Shoes,16,99.65,1594.4,06-10-2014 23:33
734922,Berge LLC,FK-71853,Shirt,17,49.12,835.04,24-02-2014 20:49
676847,Hamill-Hackett,LL-46261,Shoes,6,52.06,312.36,04-02-2014 19:46
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,13,71.7,932.1,08-07-2014 01:00
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,37.34,112.02,12-11-2013 01:13
304860,Huel-Haag,WJ-02096,Belt,20,58.52,1170.4,21-11-2013 18:37
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,16,18.08,289.28,12-12-2013 00:31
98022,Heidenreich-Bosco,GS-86623,Shoes,6,81.7,490.2,04-10-2014 16:06
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,13,89.53,1163.89,11-08-2014 16:47
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,7,24.63,172.41,28-01-2014 18:58
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,10,73.08,730.8,29-10-2013 17:00
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,12,52.24,626.88,22-02-2014 00:09
524021,Hegmann and Sons,QN-82852,Belt,4,84.72,338.88,22-10-2013 13:54
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,13,37.56,488.28,10-11-2013 06:24
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,18,22.98,413.64,02-06-2014 14:24
995267,Cole-Eichmann,MJ-21460,Shoes,2,79.87,159.74,15-08-2014 04:36
93356,Waters-Walker,KV-99194,Shirt,7,59.5,416.5,29-04-2014 12:04
659366,Waelchi-Fahey,WJ-02096,Belt,14,67.01,938.14,13-12-2013 15:04
201259,Koelpin PLC,MJ-21460,Shoes,5,61.76,308.8,30-10-2013 04:16
750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,7,33.16,232.12,25-08-2014 05:45
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,1,77.22,77.22,21-01-2014 12:40
296809,Carroll PLC,WJ-02096,Belt,8,55.69,445.52,02-01-2014 21:35
304860,Huel-Haag,AS-93055,Shirt,13,72.75,945.75,02-11-2013 06:09
304860,Huel-Haag,GS-86623,Shoes,20,71.91,1438.2,14-02-2014 02:11
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,2,58.02,116.04,28-05-2014 00:51
296809,Carroll PLC,AS-93055,Shirt,19,78.72,1495.68,01-08-2014 13:54
850140,Kunze Inc,FK-71853,Shirt,8,44.56,356.48,01-10-2014 13:21
711951,Kilback-Gerlach,LW-86841,Shoes,19,92.34,1754.46,13-05-2014 03:41
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,12,19.81,237.72,12-10-2014 12:33
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,2,29.15,58.3,29-12-2013 06:05
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,8,71.71,573.68,15-06-2014 23:49
93356,Waters-Walker,GS-86623,Shoes,13,52.61,683.93,31-01-2014 10:14
711951,Kilback-Gerlach,MJ-21460,Shoes,4,90.75,363,27-10-2013 22:03
659366,Waelchi-Fahey,MJ-21460,Shoes,3,50.33,150.99,25-02-2014 05:11
98022,Heidenreich-Bosco,VG-32047,Shirt,6,96.02,576.12,25-12-2013 18:02
201259,Koelpin PLC,KV-99194,Shirt,14,66.37,929.18,05-11-2013 13:34
676847,Hamill-Hackett,LL-46261,Shoes,3,59.85,179.55,26-10-2013 04:33
524021,Hegmann and Sons,FK-71853,Shirt,2,66.63,133.26,07-12-2013 04:15
734922,Berge LLC,AS-93055,Shirt,8,94.37,754.96,31-12-2013 01:14
734922,Berge LLC,MJ-21460,Shoes,2,37.1,74.2,04-10-2014 18:30
659366,Waelchi-Fahey,QN-82852,Belt,1,78.95,78.95,01-09-2014 04:34
659366,Waelchi-Fahey,FK-71853,Shirt,7,76.57,535.99,01-09-2014 21:04
201259,Koelpin PLC,AS-93055,Shirt,10,43.97,439.7,03-10-2014 17:04
676847,Hamill-Hackett,VG-32047,Shirt,6,59,354,26-08-2014 02:03
850140,Kunze Inc,GS-86623,Shoes,4,17.63,70.52,06-11-2013 15:35
555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,12,40.03,480.36,18-09-2014 02:54
115138,Gorczany-Hahn,VG-32047,Shirt,1,61.73,61.73,19-12-2013 05:37
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,9,38.76,348.84,18-11-2013 18:59
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,15,35.73,535.95,29-07-2014 13:03
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,7,80.19,561.33,22-05-2014 07:55
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,14,12.35,172.9,28-02-2014 10:45
98022,Heidenreich-Bosco,QN-82852,Belt,20,38.39,767.8,18-11-2013 22:22
734922,Berge LLC,QN-82852,Belt,11,60.05,660.55,28-09-2014 12:19
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,15,17.57,263.55,09-03-2014 21:17
659366,Waelchi-Fahey,GS-86623,Shoes,9,43.69,393.21,12-03-2014 02:19
676847,Hamill-Hackett,GS-86623,Shoes,18,69.13,1244.34,11-02-2014 23:45
304860,Huel-Haag,QN-82852,Belt,3,94.18,282.54,09-09-2014 20:05
524021,Hegmann and Sons,VG-32047,Shirt,17,80.42,1367.14,13-05-2014 03:46
