account_number,name,item_code,category,quantity,unit price,net_price,date
296809,Carroll PLC,VG-32047,Shirt,10,91.46,914.60,2013-11-24 08:11:02
850140,Kunze Inc,QN-82852,Belt,19,75.70,1438.30,2014-02-15 14:11:02
563905,"Kerluke, Reilly and Bechtelar",KV-99194,Shirt,9,95.53,859.77,2014-03-18 14:35:55
305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,15,67.57,1013.55,2014-08-02 12:03:04
093356,Waters-Walker,GS-86623,Shoes,3,99.42,298.26,2014-01-27 11:30:33
304860,Huel-Haag,MJ-21460,Shoes,9,75.62,680.58,2013-12-18 14:27:30
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,9,84.10,756.90,2014-10-06 21:13:27
093356,Waters-Walker,LL-46261,Shoes,11,78.54,863.94,2013-12-28 22:14:49
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,3,67.37,202.11,2014-09-01 18:40:25
563905,"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,15,42.96,644.40,2014-04-06 13:20:57
734922,Berge LLC,LL-46261,Shoes,2,62.32,124.64,2014-03-12 11:38:47
711951,Kilback-Gerlach,AS-93055,Shirt,7,82.95,580.65,2014-08-05 11:34:16
201259,Koelpin PLC,WJ-02096,Belt,14,40.79,571.06,2014-01-16 02:43:35
304860,Huel-Haag,QN-82852,Belt,7,38.58,270.06,2014-08-29 23:41:16
676847,Hamill-Hackett,FK-71853,Shirt,1,99.97,99.97,2014-05-10 12:10:10
711951,Kilback-Gerlach,GS-86623,Shoes,11,96.66,1063.26,2014-02-13 11:43:17
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,17,75.69,1286.73,2013-11-25 02:35:28
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,18,42.02,756.36,2014-03-19 23:24:01
115138,Gorczany-Hahn,WJ-02096,Belt,12,80.25,963.00,2013-11-06 05:25:34
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,4,70.28,281.12,2014-01-25 23:43:12
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,5,49.68,248.40,2014-09-20 17:40:46
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,14,73.92,1034.88,2013-11-23 17:48:24
296809,Carroll PLC,WJ-02096,Belt,17,69.41,1179.97,2014-09-11 02:20:46
850140,Kunze Inc,AS-93055,Shirt,18,87.42,1573.56,2014-05-31 04:28:20
850140,Kunze Inc,KV-99194,Shirt,20,74.34,1486.80,2014-01-27 19:42:12
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,17,59.12,1005.04,2014-05-11 06:38:13
850140,Kunze Inc,AS-93055,Shirt,14,77.40,1083.60,2014-08-16 21:03:22
734922,Berge LLC,LL-46261,Shoes,15,58.85,882.75,2014-08-22 04:35:06
305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,1,44.77,44.77,2014-02-25 11:20:59
201259,Koelpin PLC,VG-32047,Shirt,15,26.93,403.95,2014-01-24 10:23:39
093356,Waters-Walker,MJ-21460,Shoes,12,95.96,1151.52,2014-06-12 00:58:43
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,8,31.12,248.96,2013-12-03 14:12:26
563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,7,83.84,586.88,2014-10-20 05:47:49
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,19.86,79.44,2013-11-30 16:47:24
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,3,77.07,231.21,2014-06-14 17:54:02
734922,Berge LLC,LW-86841,Shoes,15,46.94,704.10,2014-05-23 13:09:21
711951,Kilback-Gerlach,FK-71853,Shirt,11,39.02,429.22,2013-12-08 14:04:38
734922,Berge LLC,VG-32047,Shirt,2,33.92,67.84,2014-06-27 15:53:05
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,11,81.22,893.42,2013-12-01 05:10:26
201259,Koelpin PLC,QN-82852,Belt,2,25.42,50.84,2014-03-21 17:57:32
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,59.07,236.28,2014-04-07 08:54:29
304860,Huel-Haag,KV-99194,Shirt,15,50.20,753.00,2013-12-29 14:24:05
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,3,24.83,74.49,2014-05-20 15:22:35
201259,Koelpin PLC,MJ-21460,Shoes,12,89.95,1079.40,2013-12-28 16:19:22
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,4,67.14,268.56,2014-01-30 10:21:27
524021,Hegmann and Sons,FK-71853,Shirt,8,22.67,181.36,2013-12-30 14:16:13
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,6,50.19,301.14,2014-04-26 22:58:25
734922,Berge LLC,KV-99194,Shirt,7,46.71,326.97,2014-06-15 15:52:58
659366,Waelchi-Fahey,FK-71853,Shirt,17,75.46,1282.82,2013-11-17 15:36:57
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,13,23.73,308.49,2014-01-11 12:21:50
711951,Kilback-Gerlach,QN-82852,Belt,11,71.02,781.22,2014-01-14 18:43:44
734922,Berge LLC,MJ-21460,Shoes,15,77.10,1156.50,2013-12-07 11:53:40
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,3,39.99,119.97,2013-11-13 02:00:22
201259,Koelpin PLC,QN-82852,Belt,14,95.77,1340.78,2014-05-04 10:45:11
850140,Kunze Inc,GS-86623,Shoes,14,13.93,195.02,2014-01-23 17:49:03
555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,15,42.09,631.35,2014-10-17 03:56:02
201259,Koelpin PLC,VG-32047,Shirt,5,60.51,302.55,2014-10-22 07:16:46
296809,Carroll PLC,GS-86623,Shoes,5,41.58,207.90,2014-03-29 08:13:19
734922,Berge LLC,QN-82852,Belt,12,89.48,1073.76,2014-05-23 06:43:54
850140,Kunze Inc,MJ-21460,Shoes,2,18.29,36.58,2014-01-16 20:23:03
304860,Huel-Haag,WJ-02096,Belt,1,23.12,23.12,2014-10-17 20:09:53
659366,Waelchi-Fahey,MJ-21460,Shoes,14,53.60,750.40,2014-09-14 11:01:14
750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,16,72.41,1158.56,2014-09-19 21:41:12
201259,Koelpin PLC,MJ-21460,Shoes,5,33.20,166.00,2014-09-04 23:45:59
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,20,14.99,299.80,2014-06-01 20:29:08
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,3,45.60,136.80,2013-12-21 04:01:40
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,18,80.70,1452.60,2014-05-09 23:51:49
734922,Berge LLC,MJ-21460,Shoes,4,15.22,60.88,2013-11-15 07:17:16
734922,Berge LLC,LL-46261,Shoes,13,53.11,690.43,2014-08-29 16:34:09
115138,Gorczany-Hahn,QN-82852,Belt,1,90.21,90.21,2014-01-30 17:16:08
676847,Hamill-Hackett,VG-32047,Shirt,4,76.81,307.24,2014-09-06 20:28:27
098022,Heidenreich-Bosco,AS-93055,Shirt,17,61.31,1042.27,2014-03-19 02:46:57
524021,Hegmann and Sons,FK-71853,Shirt,7,33.00,231.00,2014-02-04 19:29:41
995267,Cole-Eichmann,QN-82852,Belt,4,36.62,146.48,2014-08-11 23:29:08
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,10,72.10,721.00,2014-07-19 16:40:01
524021,Hegmann and Sons,AS-93055,Shirt,18,23.74,427.32,2014-06-18 06:31:15
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,6,51.13,306.78,2014-06-13 21:32:57
093356,Waters-Walker,FK-71853,Shirt,17,58.55,995.35,2014-05-04 23:02:26
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,6,54.27,325.62,2014-05-15 19:28:27
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,13,77.78,1011.14,2013-11-30 17:23:21
201259,Koelpin PLC,QN-82852,Belt,8,69.58,556.64,2014-04-03 01:34:49
676847,Hamill-Hackett,LW-86841,Shoes,10,67.36,673.60,2014-07-15 04:34:11
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,15,16.55,248.25,2014-01-09 17:51:49
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,16,99.13,1586.08,2014-09-26 10:54:06
995267,Cole-Eichmann,QN-82852,Belt,17,69.11,1174.87,2014-09-23 05:58:41
563905,"Kerluke, Reilly and Bechtelar",AS-93055,Shirt,12,81.57,978.84,2014-09-25 14:09:16
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,20,62.12,1242.40,2014-07-01 22:14:25
734922,Berge LLC,VG-32047,Shirt,4,96.25,385.00,2014-07-09 19:18:49
098022,Heidenreich-Bosco,LL-46261,Shoes,18,71.34,1284.12,2013-11-17 00:18:08
711951,Kilback-Gerlach,QN-82852,Belt,19,33.10,628.90,2014-03-04 07:23:35
296809,Carroll PLC,WJ-02096,Belt,15,38.73,580.95,2014-02-03 03:57:26
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,17,43.10,732.70,2014-08-19 11:22:06
296809,Carroll PLC,WJ-02096,Belt,16,91.09,1457.44,2014-03-18 23:14:03
524021,Hegmann and Sons,LW-86841,Shoes,13,60.72,789.36,2014-01-18 22:40:14
201259,Koelpin PLC,QN-82852,Belt,3,64.13,192.39,2014-08-07 15:28:03
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,14,40.86,572.04,2014-08-21 08:07:56
676847,Hamill-Hackett,LW-86841,Shoes,1,73.74,73.74,2014-09-04 10:46:25
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,6,26.40,158.40,2014-09-04 09:18:54
850140,Kunze Inc,MJ-21460,Shoes,19,36.32,690.08,2014-08-10 20:15:29
676847,Hamill-Hackett,LL-46261,Shoes,17,10.96,186.32,2014-01-19 22:01:00
115138,Gorczany-Hahn,FK-71853,Shirt,17,88.39,1502.63,2014-07-31 12:28:26
098022,Heidenreich-Bosco,VG-32047,Shirt,20,94.00,1880.00,2014-05-31 22:53:56
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,34.42,137.68,2014-10-10 18:54:24
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,14,68.25,955.50,2014-03-16 21:35:20
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,5,89.36,446.80,2014-06-08 14:33:12
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,3,44.37,133.11,2014-04-23 12:05:25
850140,Kunze Inc,VG-32047,Shirt,11,69.20,761.20,2014-03-14 03:16:51
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,12,92.94,1115.28,2014-10-10 18:02:37
995267,Cole-Eichmann,VG-32047,Shirt,4,54.20,216.80,2014-08-28 06:28:19
676847,Hamill-Hackett,QN-82852,Belt,3,42.71,128.13,2014-06-09 12:21:47
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,4,81.46,325.84,2013-10-25 16:52:01
098022,Heidenreich-Bosco,MJ-21460,Shoes,9,22.08,198.72,2014-01-21 05:08:12
305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,8,98.01,784.08,2014-04-11 08:23:07
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,13,83.60,1086.80,2014-08-19 20:42:22
098022,Heidenreich-Bosco,MJ-21460,Shoes,1,82.28,82.28,2014-10-05 08:28:30
676847,Hamill-Hackett,AS-93055,Shirt,16,44.38,710.08,2014-09-16 05:22:44
093356,Waters-Walker,MJ-21460,Shoes,5,54.96,274.80,2013-11-18 19:41:31
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,7,97.85,684.95,2014-03-02 21:47:35
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,11,12.27,134.97,2014-01-15 07:26:27
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,8,83.88,671.04,2014-07-03 13:24:21
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,2,31.18,62.36,2014-09-21 03:36:32
524021,Hegmann and Sons,WJ-02096,Belt,13,15.28,198.64,2014-07-26 14:07:00
711951,Kilback-Gerlach,QN-82852,Belt,14,40.48,566.72,2014-07-10 06:12:22
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,5,38.73,193.65,2014-04-26 11:51:54
201259,Koelpin PLC,GS-86623,Shoes,5,23.38,116.90,2014-07-26 09:33:15
711951,Kilback-Gerlach,LL-46261,Shoes,1,54.04,54.04,2014-06-09 20:05:03
734922,Berge LLC,WJ-02096,Belt,17,25.26,429.42,2014-06-16 10:03:35
850140,Kunze Inc,GS-86623,Shoes,3,46.00,138.00,2013-10-25 11:42:04
676847,Hamill-Hackett,GS-86623,Shoes,8,34.76,278.08,2013-11-19 02:20:09
734922,Berge LLC,VG-32047,Shirt,1,93.10,93.10,2013-12-25 10:00:14
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,10,23.43,234.30,2014-08-20 16:25:05
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,7,41.77,292.39,2014-10-21 05:51:47
676847,Hamill-Hackett,QN-82852,Belt,11,53.13,584.43,2014-09-24 02:05:24
711951,Kilback-Gerlach,LW-86841,Shoes,9,90.02,810.18,2014-08-22 13:18:26
676847,Hamill-Hackett,KV-99194,Shirt,14,37.64,526.96,2014-02-15 06:51:00
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,18,50.99,917.82,2014-02-20 05:55:31
296809,Carroll PLC,VG-32047,Shirt,9,67.68,609.12,2014-05-22 05:51:16
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,18,19.01,342.18,2013-11-14 11:33:02
659366,Waelchi-Fahey,MJ-21460,Shoes,15,19.62,294.30,2013-11-24 23:33:56
659366,Waelchi-Fahey,WJ-02096,Belt,14,75.49,1056.86,2014-02-18 02:07:31
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,1,69.57,69.57,2013-12-21 16:04:44
115138,Gorczany-Hahn,WJ-02096,Belt,6,95.08,570.48,2014-02-01 01:28:20
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,17,20.45,347.65,2014-08-30 03:56:20
305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,4,85.30,341.20,2014-10-17 13:18:21
304860,Huel-Haag,VG-32047,Shirt,16,63.97,1023.52,2014-02-06 19:14:35
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,1,93.72,93.72,2014-09-30 09:16:18
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,12,64.09,769.08,2014-04-22 14:36:05
093356,Waters-Walker,LW-86841,Shoes,16,16.59,265.44,2014-09-07 02:26:24
115138,Gorczany-Hahn,WJ-02096,Belt,3,52.57,157.71,2014-08-15 13:23:42
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,1,34.40,34.40,2014-05-19 20:50:19
093356,Waters-Walker,VG-32047,Shirt,13,45.97,597.61,2014-07-05 08:56:46
296809,Carroll PLC,LL-46261,Shoes,10,37.40,374.00,2014-05-05 05:17:28
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,14,15.58,218.12,2013-12-23 21:32:05
995267,Cole-Eichmann,AS-93055,Shirt,11,45.24,497.64,2014-08-06 01:25:27
734922,Berge LLC,GS-86623,Shoes,9,30.49,274.41,2014-03-02 13:04:07
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,18,90.84,1635.12,2014-02-01 21:38:06
659366,Waelchi-Fahey,GS-86623,Shoes,1,38.20,38.20,2013-11-23 15:45:41
850140,Kunze Inc,QN-82852,Belt,8,72.29,578.32,2014-02-15 21:05:44
850140,Kunze Inc,MJ-21460,Shoes,20,61.03,1220.60,2013-12-23 23:07:45
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,18,77.66,1397.88,2014-10-18 18:07:37
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,10,16.01,160.10,2014-05-07 20:02:28
676847,Hamill-Hackett,LW-86841,Shoes,9,61.42,552.78,2014-10-16 12:50:55
304860,Huel-Haag,VG-32047,Shirt,17,64.75,1100.75,2014-09-13 02:51:49
296809,Carroll PLC,KV-99194,Shirt,16,50.36,805.76,2014-01-03 07:56:48
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,4,64.91,259.64,2014-02-20 20:48:46
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,16,65.00,1040.00,2014-05-14 17:57:45
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,6,57.28,343.68,2014-04-09 15:32:28
676847,Hamill-Hackett,VG-32047,Shirt,3,71.55,214.65,2014-02-16 04:42:01
995267,Cole-Eichmann,VG-32047,Shirt,4,37.74,150.96,2014-03-21 08:21:18
201259,Koelpin PLC,QN-82852,Belt,12,41.57,498.84,2014-05-22 08:56:14
659366,Waelchi-Fahey,QN-82852,Belt,13,59.59,774.67,2013-12-04 04:11:33
524021,Hegmann and Sons,FK-71853,Shirt,20,62.71,1254.20,2014-03-06 22:55:08
115138,Gorczany-Hahn,GS-86623,Shoes,16,37.88,606.08,2013-12-05 07:33:43
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,20,83.10,1662.00,2014-09-14 18:26:11
555594,"Ernser, Cruickshank and Lind",WJ-02096,Belt,10,11.81,118.10,2014-03-13 00:31:33
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,20,59.10,1182.00,2014-10-02 05:30:08
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,8,60.70,485.60,2014-04-01 13:03:54
659366,Waelchi-Fahey,WJ-02096,Belt,1,42.83,42.83,2013-11-05 05:06:14
734922,Berge LLC,QN-82852,Belt,17,76.13,1294.21,2013-11-25 14:33:27
201259,Koelpin PLC,FK-71853,Shirt,4,41.09,164.36,2014-08-24 20:22:11
659366,Waelchi-Fahey,GS-86623,Shoes,12,32.84,394.08,2014-09-13 15:23:40
296809,Carroll PLC,VG-32047,Shirt,5,10.81,54.05,2014-08-28 00:56:58
115138,Gorczany-Hahn,LL-46261,Shoes,1,26.19,26.19,2014-01-10 05:09:07
115138,Gorczany-Hahn,LL-46261,Shoes,12,48.63,583.56,2014-09-17 06:25:26
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,5,51.82,259.10,2014-01-08 02:36:38
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,7,53.36,373.52,2014-06-02 19:58:55
711951,Kilback-Gerlach,KV-99194,Shirt,5,56.33,281.65,2014-09-06 01:57:32
304860,Huel-Haag,AS-93055,Shirt,11,79.58,875.38,2013-11-21 04:46:33
734922,Berge LLC,FK-71853,Shirt,7,58.95,412.65,2014-03-14 04:16:55
850140,Kunze Inc,MJ-21460,Shoes,9,78.44,705.96,2013-12-18 17:23:54
995267,Cole-Eichmann,WJ-02096,Belt,15,54.77,821.55,2013-11-14 11:15:21
098022,Heidenreich-Bosco,GS-86623,Shoes,15,73.45,1101.75,2014-01-03 12:09:44
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,14,21.01,294.14,2014-01-01 00:15:37
524021,Hegmann and Sons,FK-71853,Shirt,15,45.99,689.85,2014-01-21 14:40:49
524021,Hegmann and Sons,LW-86841,Shoes,11,89.80,987.80,2014-03-14 06:17:28
734922,Berge LLC,FK-71853,Shirt,4,63.74,254.96,2014-08-31 19:57:31
296809,Carroll PLC,KV-99194,Shirt,9,36.35,327.15,2014-01-17 22:03:57
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,13,55.99,727.87,2013-12-27 08:36:12
296809,Carroll PLC,FK-71853,Shirt,4,12.28,49.12,2014-04-03 06:43:35
659366,Waelchi-Fahey,WJ-02096,Belt,10,64.42,644.20,2014-09-05 03:46:20
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,5,29.87,149.35,2014-08-02 00:25:56
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,13,66.85,869.05,2013-11-19 07:26:52
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,5,13.07,65.35,2014-08-30 04:09:41
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,5,56.63,283.15,2014-10-13 02:27:35
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,19,89.14,1693.66,2013-11-14 18:25:50
524021,Hegmann and Sons,LW-86841,Shoes,5,67.31,336.55,2013-12-16 09:59:38
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,17,11.24,191.08,2014-04-25 15:37:03
524021,Hegmann and Sons,AS-93055,Shirt,10,73.82,738.20,2014-10-22 04:43:23
850140,Kunze Inc,QN-82852,Belt,15,11.74,176.10,2014-01-09 04:36:36
524021,Hegmann and Sons,LL-46261,Shoes,5,83.98,419.90,2014-05-24 20:18:52
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,6,63.40,380.40,2013-12-09 19:01:44
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,15,80.59,1208.85,2014-10-05 18:13:24
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,19,31.41,596.79,2014-05-09 11:00:05
296809,Carroll PLC,WJ-02096,Belt,9,61.39,552.51,2014-07-15 13:04:50
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,15,96.00,1440.00,2014-10-21 15:04:18
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,12,94.51,1134.12,2014-07-26 07:44:53
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,15,18.07,271.05,2014-05-24 05:33:35
659366,Waelchi-Fahey,MJ-21460,Shoes,13,74.07,962.91,2014-01-13 12:18:04
995267,Cole-Eichmann,FK-71853,Shirt,16,88.32,1413.12,2014-06-17 22:27:38
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,4,77.19,308.76,2014-04-03 19:08:57
098022,Heidenreich-Bosco,GS-86623,Shoes,18,58.56,1054.08,2014-08-25 17:52:34
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,12,81.42,977.04,2014-07-09 13:58:55
850140,Kunze Inc,AS-93055,Shirt,3,68.90,206.70,2014-09-13 01:40:40
995267,Cole-Eichmann,QN-82852,Belt,19,39.75,755.25,2014-05-23 15:58:55
093356,Waters-Walker,KV-99194,Shirt,11,83.22,915.42,2014-01-03 19:04:02
750461,"Volkman, Goyette and Lemke",QN-82852,Belt,19,17.25,327.75,2014-02-08 14:06:56
659366,Waelchi-Fahey,QN-82852,Belt,7,41.70,291.90,2014-01-14 22:56:55
524021,Hegmann and Sons,MJ-21460,Shoes,20,44.56,891.20,2014-02-11 11:05:35
201259,Koelpin PLC,WJ-02096,Belt,4,15.24,60.96,2014-09-12 06:29:42
115138,Gorczany-Hahn,KV-99194,Shirt,1,66.03,66.03,2014-03-06 19:04:47
995267,Cole-Eichmann,LL-46261,Shoes,8,95.99,767.92,2014-02-28 06:46:39
711951,Kilback-Gerlach,WJ-02096,Belt,18,18.29,329.22,2014-05-28 10:39:07
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,1,50.58,50.58,2014-01-10 01:35:58
995267,Cole-Eichmann,WJ-02096,Belt,6,47.21,283.26,2014-01-27 15:50:35
750461,"Volkman, Goyette and Lemke",VG-32047,Shirt,3,82.06,246.18,2014-03-14 17:54:57
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,18,36.32,653.76,2014-03-25 15:08:27
850140,Kunze Inc,QN-82852,Belt,10,45.33,453.30,2013-10-23 00:45:16
296809,Carroll PLC,VG-32047,Shirt,18,30.34,546.12,2014-06-21 11:50:51
995267,Cole-Eichmann,WJ-02096,Belt,14,23.57,329.98,2014-04-11 23:10:59
929400,"Senger, Upton and Breitenberg",GS-86623,Shoes,14,16.78,234.92,2014-04-15 00:55:47
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,4,92.05,368.20,2013-11-20 17:39:53
563905,"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,6,25.35,152.10,2014-02-21 00:43:26
850140,Kunze Inc,VG-32047,Shirt,13,28.29,367.77,2014-05-14 11:34:59
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,6,70.64,423.84,2014-04-13 10:46:26
304860,Huel-Haag,KV-99194,Shirt,7,32.91,230.37,2014-03-21 02:07:18
201259,Koelpin PLC,WJ-02096,Belt,10,31.82,318.20,2014-05-10 12:48:18
676847,Hamill-Hackett,FK-71853,Shirt,12,74.47,893.64,2014-03-22 00:45:00
676847,Hamill-Hackett,LW-86841,Shoes,6,72.92,437.52,2014-04-30 13:50:54
995267,Cole-Eichmann,AS-93055,Shirt,14,70.03,980.42,2013-12-31 09:37:47
093356,Waters-Walker,KV-99194,Shirt,19,47.53,903.07,2014-03-10 16:34:16
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,5,82.05,410.25,2013-12-03 12:28:55
711951,Kilback-Gerlach,LW-86841,Shoes,16,99.65,1594.40,2014-10-06 23:33:32
734922,Berge LLC,FK-71853,Shirt,17,49.12,835.04,2014-02-24 20:49:28
676847,Hamill-Hackett,LL-46261,Shoes,6,52.06,312.36,2014-02-04 19:46:55
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,13,71.70,932.10,2014-07-08 01:00:22
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,37.34,112.02,2013-11-12 01:13:29
304860,Huel-Haag,WJ-02096,Belt,20,58.52,1170.40,2013-11-21 18:37:52
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,16,18.08,289.28,2013-12-12 00:31:40
098022,Heidenreich-Bosco,GS-86623,Shoes,6,81.70,490.20,2014-10-04 16:06:25
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,13,89.53,1163.89,2014-08-11 16:47:07
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,7,24.63,172.41,2014-01-28 18:58:01
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,10,73.08,730.80,2013-10-29 17:00:22
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,12,52.24,626.88,2014-02-22 00:09:48
524021,Hegmann and Sons,QN-82852,Belt,4,84.72,338.88,2013-10-22 13:54:50
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,13,37.56,488.28,2013-11-10 06:24:28
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,18,22.98,413.64,2014-06-02 14:24:05
995267,Cole-Eichmann,MJ-21460,Shoes,2,79.87,159.74,2014-08-15 04:36:37
093356,Waters-Walker,KV-99194,Shirt,7,59.50,416.50,2014-04-29 12:04:58
659366,Waelchi-Fahey,WJ-02096,Belt,14,67.01,938.14,2013-12-13 15:04:13
201259,Koelpin PLC,MJ-21460,Shoes,5,61.76,308.80,2013-10-30 04:16:24
750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,7,33.16,232.12,2014-08-25 05:45:04
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,1,77.22,77.22,2014-01-21 12:40:40
296809,Carroll PLC,WJ-02096,Belt,8,55.69,445.52,2014-01-02 21:35:10
304860,Huel-Haag,AS-93055,Shirt,13,72.75,945.75,2013-11-02 06:09:13
304860,Huel-Haag,GS-86623,Shoes,20,71.91,1438.20,2014-02-14 02:11:56
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,2,58.02,116.04,2014-05-28 00:51:31
296809,Carroll PLC,AS-93055,Shirt,19,78.72,1495.68,2014-08-01 13:54:15
850140,Kunze Inc,FK-71853,Shirt,8,44.56,356.48,2014-10-01 13:21:06
711951,Kilback-Gerlach,LW-86841,Shoes,19,92.34,1754.46,2014-05-13 03:41:20
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,12,19.81,237.72,2014-10-12 12:33:27
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,2,29.15,58.30,2013-12-29 06:05:11
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,8,71.71,573.68,2014-06-15 23:49:22
